,Height,Weight,BMI,FCVC,NCP,CH2O,FAF,TUE
3511,1.64,111.9,41.6,3.0,3.0,2.72,0.0,0.15
3512,1.65,80.0,29.38,2.0,3.0,2.0,0.0,2.0
3513,1.8,68.0,20.99,3.0,3.0,3.0,1.0,0.0
3514,1.56,80.0,32.87,2.9,1.8,1.46,1.72,0.0
3515,1.6,82.0,32.03,2.0,1.0,2.0,1.0,0.0
3516,1.76,117.4,37.9,2.9,3.0,2.0,1.59,0.63
3517,1.72,70.0,23.66,3.0,3.0,2.0,2.0,0.0
3518,1.7,50.0,17.3,3.0,3.0,2.0,0.0,1.0
3519,1.71,95.3,32.59,1.2,3.0,2.0,2.89,1.0
3520,1.74,79.0,26.09,3.0,1.0,1.0,0.0,0.0
3521,1.57,53.0,21.5,1.0,3.0,2.0,0.0,1.0
3522,1.73,96.9,32.38,2.0,3.0,2.65,1.28,1.34
3523,1.69,55.7,19.5,2.3,3.4,1.33,0.13,0.08
3524,1.62,70.0,26.67,2.0,1.0,2.0,0.83,0.0
3525,1.73,78.7,26.3,2.0,2.8,2.77,2.67,0.81
3526,1.63,60.0,22.58,3.0,3.0,2.0,0.0,0.0
3527,1.51,80.0,35.09,2.0,1.5,1.68,0.0,0.0
3528,1.72,52.5,17.75,2.3,3.0,2.04,0.26,1.88
3529,1.7,50.0,17.3,1.1,4.0,1.0,1.0,1.0
3530,1.79,114.1,35.61,2.7,3.0,2.11,1.14,0.67
3531,1.53,51.0,21.79,2.0,3.0,3.0,1.0,0.0
3532,1.77,106.0,33.83,3.0,3.0,2.82,0.16,0.52
3533,1.8,91.0,28.09,2.0,3.0,2.0,1.0,0.0
3534,1.84,109.2,32.25,2.0,1.6,2.88,0.81,0.0
3535,1.64,88.5,32.9,2.0,1.3,2.0,0.85,1.52
3536,1.69,99.7,34.91,2.8,3.0,1.0,1.1,0.04
3537,1.75,53.7,17.53,2.8,3.0,2.0,2.24,0.87
3538,1.75,85.0,27.76,2.0,3.0,3.0,3.0,0.0
3539,1.63,82.4,31.01,2.9,3.0,2.17,0.25,0.29
3540,1.57,78.0,31.64,2.0,3.0,1.3,0.0,0.0
3541,1.64,49.0,18.22,2.0,3.0,2.0,0.0,2.0
3542,1.62,71.8,27.36,1.1,3.7,1.09,1.26,0.0
3543,1.52,76.7,33.2,2.0,3.0,1.77,0.0,0.0
3544,1.67,103.6,37.15,2.0,3.0,1.0,1.67,0.0
3545,1.79,86.6,27.03,2.0,2.6,2.0,0.64,0.0
3546,1.84,96.9,28.62,2.0,3.0,2.0,2.0,1.0
3547,1.85,97.0,28.34,2.0,3.0,3.0,2.0,0.0
3548,1.53,42.0,17.94,2.7,1.0,1.0,0.0,0.8
3549,1.68,78.0,27.64,3.0,3.0,1.0,1.0,0.0
3550,1.85,121.7,35.56,2.8,3.0,2.44,1.28,0.0
3551,1.73,85.0,28.4,2.0,3.0,3.0,2.0,0.0
3552,1.69,105.0,36.76,3.0,3.0,1.01,0.06,0.92
3553,1.85,50.0,14.61,3.0,4.0,2.0,1.0,2.0
3554,1.65,55.0,20.2,3.0,3.0,1.0,1.0,1.0
3555,1.89,129.2,36.17,2.2,3.0,1.03,1.07,0.0
3556,1.62,58.0,22.1,2.0,3.0,2.0,0.0,1.0
3557,1.66,110.9,40.25,3.0,3.0,2.63,0.07,0.72
3558,1.48,61.4,28.03,2.0,3.0,1.28,1.97,0.0
3559,1.62,110.8,42.22,3.0,3.0,1.64,0.0,0.27
3560,1.77,115.5,36.87,1.9,3.0,2.11,1.9,0.32
3561,1.8,50.0,15.43,2.0,3.0,2.0,1.0,1.0
3562,1.75,125.0,40.82,2.0,3.0,3.0,1.0,1.0
3563,1.81,152.5,46.55,3.0,3.0,2.8,1.42,0.62
3564,1.65,80.0,29.38,2.0,3.0,2.0,1.0,2.0
3565,1.72,49.9,16.87,3.0,3.5,1.49,2.0,1.19
3566,1.85,75.0,21.91,2.0,3.0,1.0,1.0,0.0
3567,1.7,75.0,25.95,2.0,3.0,1.62,1.81,0.0
3568,1.86,86.1,24.89,2.0,3.0,1.01,1.0,0.15
3569,1.7,50.0,17.3,3.0,3.0,1.0,2.0,1.0
3570,1.65,49.6,18.22,2.9,3.8,1.44,2.0,1.0
3571,1.7,83.0,28.72,2.0,3.0,1.0,1.0,1.0
3572,1.66,98.4,35.71,2.7,1.1,2.0,0.18,0.43
3573,1.62,58.0,22.1,2.0,3.0,1.0,0.0,0.0
3574,1.76,116.2,37.51,2.0,3.0,2.0,1.4,1.0
3575,1.65,106.9,39.27,3.0,3.0,2.87,0.0,0.41
3576,1.83,118.3,35.33,2.9,2.8,1.83,1.14,0.0
3577,1.64,104.8,38.96,3.0,3.0,2.65,0.0,0.27
3578,1.66,111.9,40.61,3.0,3.0,2.62,0.0,0.55
3579,1.65,87.0,31.96,2.0,3.0,1.0,1.88,0.17
3580,1.7,75.0,25.95,2.4,3.0,1.77,0.11,0.84
3581,1.7,75.0,25.95,2.0,3.0,2.0,3.0,1.0
3582,1.72,51.6,17.44,2.0,3.0,2.0,0.0,1.41
3583,1.72,133.7,45.19,3.0,3.0,2.85,1.68,0.83
3584,1.58,49.0,19.63,2.0,3.0,2.0,2.0,1.0
3585,1.63,111.3,41.89,3.0,3.0,2.63,0.0,0.22
3586,1.6,45.0,17.58,3.0,3.0,2.76,1.35,0.0
3587,1.82,121.2,36.59,2.0,1.9,2.0,1.1,1.56
3588,1.71,49.0,16.76,3.0,3.0,1.03,1.98,0.94
3589,1.68,91.5,32.42,2.0,3.0,1.13,0.94,0.11
3590,1.79,90.0,28.09,2.0,3.0,3.0,1.0,1.0
3591,1.75,75.0,24.49,2.0,3.0,2.0,3.0,0.0
3592,1.6,44.7,17.46,2.6,2.5,1.9,0.11,0.0
3593,1.63,71.0,26.72,2.0,3.0,1.0,1.0,0.0
3594,1.65,64.0,23.51,3.0,4.0,2.0,1.0,1.0
3595,1.72,75.0,25.35,2.0,1.0,3.0,1.0,1.0
3596,1.65,110.9,40.73,3.0,3.0,2.47,0.0,0.57
3597,1.55,80.0,33.3,2.0,3.0,1.0,0.0,0.0
3598,1.62,55.0,20.96,2.0,3.0,2.0,1.0,0.0
3599,1.65,60.0,22.04,3.0,1.0,2.0,0.0,0.0
3600,1.59,47.0,18.59,3.0,3.0,2.0,2.0,1.0
3601,1.68,93.6,33.16,2.0,3.0,1.38,0.35,0.0
3602,1.77,120.4,38.43,2.1,3.0,2.16,0.88,1.58
3603,1.72,131.9,44.58,3.0,3.0,1.86,1.68,0.83
3604,1.63,48.0,18.07,3.0,3.0,2.0,2.0,1.0
3605,1.71,102.1,34.92,2.0,3.0,1.0,0.0,1.59
3606,1.77,129.9,41.46,2.2,3.0,2.0,1.98,0.0
3607,1.66,112.0,40.64,3.0,3.0,1.07,0.0,0.14
3608,1.78,60.0,18.94,2.0,3.0,3.0,2.0,0.0
3609,1.79,120.3,37.55,2.8,3.0,2.53,1.39,0.64
3610,1.75,133.9,43.72,3.0,3.0,2.42,1.93,0.42
3611,1.8,97.9,30.22,2.0,1.0,2.0,1.0,0.0
3612,1.64,111.9,41.6,3.0,3.0,2.71,0.0,0.28
3613,1.62,68.0,25.91,2.0,1.0,2.0,1.0,0.0
3614,1.84,98.0,28.95,2.0,3.0,3.0,2.78,1.0
3615,1.66,70.0,25.4,2.0,3.0,1.0,1.0,1.0
3616,1.63,105.0,39.52,3.0,3.0,1.62,0.16,0.54
3617,1.73,89.3,29.84,2.0,3.0,1.84,0.94,1.0
3618,1.64,111.2,41.34,3.0,3.0,2.48,0.0,0.84
3619,1.65,62.0,22.77,3.0,1.0,1.0,0.0,1.0
3620,1.84,117.8,34.79,2.4,3.0,2.0,1.0,0.0
3621,1.72,80.0,27.04,2.0,3.0,2.0,1.0,1.43
3622,1.77,113.2,36.13,2.2,3.0,2.16,1.39,0.15
3623,1.75,80.0,26.12,3.0,3.0,2.0,0.0,1.0
3624,1.76,118.3,38.19,2.9,3.0,1.98,0.65,1.23
3625,1.77,120.1,38.34,2.5,3.0,1.89,0.46,0.13
3626,1.56,48.0,19.72,3.0,3.0,2.0,0.0,2.0
3627,1.73,99.6,33.28,3.0,1.9,1.0,0.94,1.74
3628,1.84,92.7,27.38,2.0,1.7,2.65,1.0,0.08
3629,1.63,104.8,39.44,3.0,3.0,2.56,0.02,0.63
3630,1.64,111.9,41.6,3.0,3.0,2.61,0.0,0.24
3631,1.62,110.0,41.91,3.0,3.0,2.61,0.0,0.37
3632,1.61,68.2,26.31,1.8,1.9,2.0,0.0,0.48
3633,1.63,102.5,38.58,3.0,3.0,1.02,0.0,0.46
3634,1.6,68.8,26.87,1.8,1.5,2.0,2.0,0.68
3635,1.69,95.0,33.26,2.0,3.0,3.0,2.0,2.0
3636,1.83,70.0,20.9,3.0,3.0,2.0,3.0,0.0
3637,1.7,83.0,28.72,2.0,3.0,2.0,1.0,1.0
3638,1.93,94.0,25.24,3.0,3.0,3.0,0.0,1.0
3639,1.69,80.0,28.01,2.0,3.0,2.0,3.0,0.0
3640,1.75,99.0,32.33,2.0,3.0,1.0,1.0,1.0
3641,1.61,81.7,31.52,2.0,1.0,1.63,0.65,0.0
3642,1.6,83.0,32.42,2.0,1.0,3.0,1.0,0.0
3643,1.85,120.6,35.24,2.2,3.0,2.15,1.93,0.03
3644,1.75,120.4,39.31,2.5,3.0,2.53,1.11,0.39
3645,1.62,105.0,40.01,3.0,3.0,1.02,0.13,0.66
3646,1.6,44.8,17.5,3.0,1.5,1.0,0.94,0.0
3647,1.8,105.1,32.44,2.8,3.0,2.19,1.95,0.85
3648,1.51,64.8,28.42,1.6,3.0,2.0,0.94,0.89
3649,1.77,116.2,37.09,2.0,3.1,2.53,0.0,1.0
3650,1.78,51.0,16.1,2.0,3.0,1.0,1.0,1.0
3651,1.68,50.0,17.72,2.0,1.0,1.0,1.0,1.0
3652,1.63,94.2,35.45,2.0,1.0,2.0,0.0,2.0
3653,1.81,106.0,32.36,2.0,2.4,2.5,0.55,0.2
3654,1.78,55.5,17.52,2.0,3.7,2.0,0.92,1.0
3655,1.56,61.0,25.07,3.0,3.0,2.0,0.0,1.0
3656,1.72,83.0,28.06,2.0,3.0,2.0,1.0,1.0
3657,1.74,50.5,16.68,2.0,3.2,1.53,0.77,1.0
3658,1.7,76.0,26.3,2.0,3.0,1.8,0.0,1.87
3659,1.6,53.0,20.7,2.0,3.0,2.0,1.0,1.0
3660,1.85,60.0,17.53,2.0,3.0,2.0,1.0,0.0
3661,1.71,75.0,25.65,2.0,3.0,3.0,1.0,0.0
3662,1.81,90.0,27.47,1.6,2.7,2.0,0.34,0.0
3663,1.51,63.6,27.89,2.0,2.0,2.0,2.43,1.98
3664,1.72,52.3,17.68,2.9,3.0,2.0,0.83,1.51
3665,1.72,80.9,27.35,2.0,3.0,2.0,0.73,1.27
3666,1.7,78.0,26.99,2.0,3.0,2.0,2.0,1.0
3667,1.86,115.4,33.36,1.4,3.0,2.16,1.1,1.04
3668,1.85,57.0,16.65,3.0,3.0,2.0,2.0,1.0
3669,1.68,49.6,17.57,2.0,3.6,1.0,2.0,1.0
3670,1.79,105.4,32.9,3.0,3.0,2.15,0.0,1.09
3671,1.7,75.0,25.95,2.0,3.2,2.21,1.08,1.34
3672,1.73,133.6,44.64,3.0,3.0,1.54,1.41,0.89
3673,1.75,67.0,21.88,2.0,3.0,3.0,3.0,1.0
3674,1.84,60.0,17.72,3.0,3.0,2.0,2.0,1.0
3675,1.67,80.0,28.69,3.0,3.0,2.0,1.0,1.0
3676,1.75,88.1,28.77,2.0,1.0,2.04,1.0,0.0
3677,1.78,105.5,33.3,2.8,1.9,2.0,0.06,0.63
3678,1.86,88.6,25.61,2.5,1.1,2.08,2.01,0.74
3679,1.6,68.0,26.56,3.0,1.0,1.0,1.0,0.0
3680,1.7,64.0,22.15,1.0,3.0,1.0,1.0,1.0
3681,1.67,49.6,17.78,1.9,3.4,1.69,2.0,1.0
3682,1.62,102.9,39.21,3.0,3.0,1.03,0.07,0.93
3683,1.64,50.0,18.59,2.0,3.0,1.0,3.0,1.0
3684,1.51,79.7,34.95,2.0,2.0,1.0,0.93,1.44
3685,1.64,126.5,47.03,3.0,3.0,1.96,0.02,0.27
3686,1.56,48.4,19.89,2.7,3.6,1.0,1.63,0.0
3687,1.77,114.5,36.55,1.6,3.0,2.1,1.54,0.73
3688,1.64,82.4,30.64,2.9,3.0,2.14,0.0,0.0
3689,1.72,78.0,26.37,2.0,3.0,2.0,1.0,1.0
3690,1.64,98.3,36.55,2.3,3.0,2.77,1.5,0.67
3691,1.67,104.8,37.58,3.0,3.0,1.17,0.07,0.58
3692,1.85,59.0,17.24,2.4,3.4,2.0,2.0,0.8
3693,1.79,75.0,23.41,2.0,3.0,1.0,2.08,0.0
3694,1.63,104.8,39.44,3.0,3.0,2.36,0.12,0.1
3695,1.64,111.8,41.57,3.0,3.0,2.69,0.0,0.76
3696,1.72,85.8,29.0,3.0,2.7,2.43,1.0,0.95
3697,1.64,111.6,41.49,3.0,3.0,2.51,0.0,0.52
3698,1.82,71.0,21.43,2.0,3.0,2.0,1.0,0.0
3699,1.67,67.0,24.02,2.0,3.0,2.0,1.0,1.0
3700,1.6,53.0,20.7,3.0,4.0,1.0,2.0,1.0
3701,1.7,99.1,34.29,2.0,1.0,1.95,0.0,1.67
3702,1.86,125.1,36.16,2.1,3.0,1.52,0.92,0.22
3703,1.79,108.0,33.71,2.0,2.9,1.97,1.0,1.13
3704,1.69,90.0,31.51,2.0,3.0,1.82,1.07,0.0
3705,1.58,53.0,21.23,2.0,1.0,1.0,1.0,0.0
3706,1.8,96.7,29.85,2.0,2.9,1.0,1.87,0.97
3707,1.8,44.1,13.61,3.0,3.7,2.7,0.94,0.0
3708,1.87,67.0,19.16,2.0,3.0,1.0,2.0,1.0
3709,1.7,50.1,17.34,1.6,3.0,1.6,1.55,1.0
3710,1.65,95.0,34.89,2.0,3.0,3.0,0.0,1.0
3711,1.83,53.0,15.83,2.0,4.0,2.0,1.0,1.0
3712,1.77,119.1,38.02,2.0,3.0,2.02,1.72,0.03
3713,1.65,77.1,28.32,3.0,2.0,1.0,1.0,0.0
3714,1.87,121.9,34.86,2.9,2.3,2.51,1.45,0.0
3715,1.66,67.0,24.31,1.0,1.0,1.0,1.0,1.0
3716,1.7,90.9,31.45,1.7,3.0,2.0,0.25,0.84
3717,1.72,85.0,28.73,2.2,3.0,2.08,2.0,0.09
3718,1.62,105.4,40.16,3.0,3.0,2.68,0.07,0.8
3719,1.7,66.0,22.84,3.0,3.0,2.0,0.0,2.0
3720,1.77,114.0,36.39,1.5,3.0,2.0,1.35,0.0
3721,1.66,60.0,21.77,3.0,3.0,1.0,0.0,1.0
3722,1.74,132.3,43.7,3.0,3.0,1.62,1.5,0.91
3723,1.8,79.0,24.38,2.0,3.0,2.0,1.0,1.0
3724,1.6,69.0,26.95,3.0,3.0,2.0,0.0,0.0
3725,1.77,50.0,15.96,3.0,3.1,2.21,1.47,0.13
3726,1.64,84.8,31.53,2.8,3.0,1.25,1.49,1.0
3727,1.87,121.7,34.8,3.0,3.0,2.72,1.72,0.0
3728,1.75,133.7,43.66,3.0,3.0,2.9,1.44,0.63
3729,1.75,80.0,26.12,2.0,3.0,2.0,0.0,2.0
3730,1.75,79.0,25.8,2.0,3.0,2.0,2.0,0.0
3731,1.62,111.9,42.64,3.0,3.0,2.69,0.0,0.07
3732,1.72,70.0,23.66,3.0,3.0,2.0,3.0,0.0
3733,1.63,60.0,22.58,2.0,3.0,2.0,1.0,0.0
3734,1.79,64.0,19.97,3.0,3.0,2.0,2.0,1.0
3735,1.74,133.7,44.16,3.0,3.0,1.34,1.51,0.76
3736,1.55,63.0,26.22,2.0,3.0,2.0,3.0,0.0
3737,1.67,49.7,17.82,2.9,4.0,2.0,2.0,1.04
3738,1.81,152.4,46.52,3.0,3.0,2.37,0.99,0.92
3739,1.7,78.0,26.99,2.0,3.0,3.0,2.0,1.0
3740,1.74,133.5,44.09,3.0,3.0,2.86,1.93,0.71
3741,1.64,111.9,41.6,3.0,3.0,2.9,0.0,0.1
3742,1.57,57.0,23.12,1.0,3.0,2.0,2.0,1.0
3743,1.75,118.2,38.6,2.1,3.0,1.98,0.95,0.0
3744,1.7,50.2,17.37,1.5,3.0,2.05,0.58,1.6
3745,1.76,112.0,36.16,1.7,3.0,2.0,1.1,0.34
3746,1.76,133.9,43.23,3.0,3.0,2.84,1.44,0.63
3747,1.6,77.4,30.23,2.0,3.0,1.0,0.0,0.0
3748,1.69,70.0,24.51,2.0,3.0,2.0,3.0,0.0
3749,1.7,73.9,25.57,3.0,1.8,2.0,2.93,1.0
3750,1.78,105.3,33.23,2.0,3.0,3.0,0.78,0.0
3751,1.74,131.4,43.4,3.0,3.0,2.47,1.58,0.43
3752,1.52,42.0,18.18,3.0,1.0,1.0,0.0,0.0
3753,1.73,82.3,27.5,2.0,1.9,2.0,0.0,1.34
3754,1.57,55.0,22.31,2.0,3.0,2.0,2.0,0.0
3755,1.68,114.5,40.57,3.0,3.0,2.72,0.34,0.59
3756,1.76,93.9,30.31,2.5,3.0,2.0,0.76,1.35
3757,1.56,50.0,20.55,2.0,3.0,2.0,0.0,1.0
3758,1.65,78.0,28.65,2.0,3.0,1.0,1.0,0.0
3759,1.64,113.3,42.13,3.0,3.0,2.83,0.18,0.63
3760,1.81,137.9,42.09,3.0,3.0,2.82,2.0,0.94
3761,1.72,50.0,16.9,2.3,3.2,1.0,0.95,0.13
3762,1.92,121.3,32.9,2.7,3.0,1.46,0.9,0.0
3763,1.54,102.4,43.18,3.0,3.0,1.03,0.07,0.54
3764,1.65,88.1,32.36,2.9,1.0,3.0,1.35,1.0
3765,1.66,60.0,21.77,2.0,3.0,1.0,1.0,1.0
3766,1.57,81.0,32.86,2.9,3.0,1.01,1.03,0.0
3767,1.55,45.0,18.73,3.0,3.0,2.0,1.0,1.0
3768,1.68,89.8,31.82,1.9,2.8,1.13,0.0,0.93
3769,1.62,68.0,25.91,2.0,3.0,1.0,1.0,2.0
3770,1.7,78.0,26.99,3.0,3.0,1.0,2.0,0.0
3771,1.63,78.0,29.36,3.0,1.0,3.0,0.0,0.0
3772,1.5,42.0,18.67,3.0,1.0,1.0,0.0,1.0
3773,1.8,152.4,47.04,3.0,3.0,2.69,1.72,0.84
3774,1.77,120.5,38.46,3.0,3.0,2.02,1.08,0.0
3775,1.64,111.9,41.6,3.0,3.0,2.74,0.0,0.25
3776,1.5,50.0,22.22,3.0,3.0,2.0,2.0,0.0
3777,1.72,86.2,29.14,2.0,3.1,1.96,0.5,1.0
3778,1.73,49.7,16.61,2.7,4.0,2.0,2.0,1.0
3779,1.76,51.4,16.59,2.0,3.0,1.82,1.0,1.77
3780,1.6,56.0,21.87,2.0,3.0,2.0,1.0,1.0
3781,1.85,107.1,31.29,2.0,3.0,2.45,1.07,0.0
3782,1.7,74.0,25.61,2.0,3.0,1.0,1.0,0.0
3783,1.54,53.0,22.35,3.0,3.0,2.0,3.0,1.0
3784,1.6,45.0,17.58,3.0,3.0,1.0,1.0,1.0
3785,1.71,71.0,24.28,3.0,3.0,2.0,2.0,1.0
3786,1.77,83.4,26.62,2.0,3.0,2.86,2.0,0.27
3787,1.74,133.2,44.0,3.0,3.0,2.87,1.3,0.92
3788,1.7,114.3,39.55,2.3,1.3,2.01,1.0,1.89
3789,1.68,109.9,38.94,3.0,3.0,2.68,0.0,0.44
3790,1.52,42.0,18.18,3.0,1.0,1.0,0.0,0.0
3791,1.6,78.0,30.47,2.0,3.0,1.0,1.0,0.0
3792,1.74,70.0,23.12,2.0,3.0,2.0,3.0,0.0
3793,1.83,87.9,26.25,2.0,2.0,3.0,2.69,0.0
3794,1.54,42.0,17.71,3.0,1.0,1.6,0.0,0.47
3795,1.76,117.5,37.93,2.7,2.8,1.84,0.79,0.0
3796,1.87,120.4,34.43,2.3,3.0,2.09,0.93,0.63
3797,1.65,60.0,22.04,2.0,3.0,1.0,0.0,0.0
3798,1.91,129.3,35.44,2.1,3.0,1.01,1.12,0.0
3799,1.74,80.0,26.42,2.0,2.4,1.75,0.9,1.27
3800,1.6,70.0,27.34,2.0,3.0,3.0,1.0,0.0
3801,1.65,99.8,36.66,3.0,3.0,2.16,1.1,1.41
3802,1.7,65.0,22.49,3.0,3.0,1.0,1.0,1.0
3803,1.71,50.3,17.2,2.6,3.0,2.0,1.0,2.0
3804,1.91,129.0,35.36,2.6,3.0,1.38,1.1,0.0
3805,1.8,87.0,26.85,2.0,3.0,2.0,3.0,1.0
3806,1.75,58.6,19.13,3.0,4.0,2.0,2.0,0.0
3807,1.81,106.7,32.57,2.0,3.0,2.86,0.0,2.0
3808,1.76,119.4,38.55,2.2,3.0,2.01,0.17,0.68
3809,1.71,83.2,28.45,2.0,2.0,1.0,0.85,0.0
3810,1.53,41.7,17.81,2.7,1.0,1.25,0.0,0.8
3811,1.62,82.2,31.32,2.0,3.0,1.14,1.27,0.94
3812,1.7,65.0,22.49,2.0,3.0,2.0,0.0,1.0
3813,1.84,98.0,28.95,3.0,2.6,1.75,1.0,0.66
3814,1.6,53.0,20.7,3.0,3.0,2.0,0.0,1.0
3815,1.65,65.0,23.88,2.0,3.0,1.0,1.0,1.0
3816,1.63,56.0,21.08,2.0,1.0,2.0,0.0,2.0
3817,1.66,90.0,32.66,2.8,2.8,1.96,0.74,1.0
3818,1.75,79.7,26.02,2.2,1.1,1.0,1.08,1.69
3819,1.74,93.4,30.85,2.0,3.0,1.25,0.0,1.0
3820,1.73,131.4,43.9,3.0,3.0,1.96,2.0,0.93
3821,1.85,89.9,26.27,2.3,3.0,2.13,2.02,0.0
3822,1.74,133.9,44.23,3.0,3.0,1.92,1.54,0.92
3823,1.68,104.9,37.17,3.0,3.0,1.84,0.07,0.54
3824,1.8,85.0,26.23,3.0,3.0,2.0,1.0,0.0
3825,1.63,104.8,39.44,3.0,3.0,2.56,0.02,0.48
3826,1.7,100.0,34.6,2.0,1.0,1.0,1.0,1.0
3827,1.75,133.6,43.62,3.0,3.0,2.68,1.48,0.63
3828,1.62,102.1,38.9,3.0,3.0,1.02,0.03,0.55
3829,1.7,80.0,27.68,3.0,3.0,2.0,2.0,1.0
3830,1.89,66.5,18.62,2.0,3.0,2.0,3.0,1.0
3831,1.8,65.0,20.06,2.0,3.0,1.0,1.0,1.0
3832,1.55,62.6,26.06,2.5,2.9,2.65,0.24,0.64
3833,1.64,88.1,32.76,2.4,1.0,2.0,0.89,0.0
3834,1.81,76.0,23.2,2.0,3.0,1.0,2.0,1.0
3835,1.79,108.7,33.93,2.0,1.9,2.53,1.0,1.58
3836,1.74,64.0,21.14,3.0,4.0,2.0,3.0,0.0
3837,1.77,118.5,37.82,2.2,3.0,1.89,0.69,0.0
3838,1.67,62.0,22.23,3.0,4.0,2.0,1.0,0.0
3839,1.71,83.2,28.45,2.7,2.4,1.19,0.34,1.0
3840,1.7,50.0,17.3,3.0,4.0,1.0,2.0,1.0
3841,1.64,53.8,20.0,2.0,3.0,1.0,0.0,1.0
3842,1.7,83.0,28.72,3.0,3.0,3.0,3.0,0.0
3843,1.65,80.0,29.38,2.0,1.0,2.0,1.0,0.0
3844,1.62,109.9,41.88,3.0,3.0,1.07,0.0,0.44
3845,1.59,43.4,17.17,2.8,3.0,2.91,2.6,1.38
3846,1.64,58.0,21.56,2.0,3.0,2.0,1.0,0.0
3847,1.85,125.1,36.55,3.0,3.0,1.49,0.94,1.46
3848,1.87,118.2,33.8,2.8,3.0,2.0,0.46,0.0
3849,1.82,57.8,17.45,2.0,3.3,2.0,0.68,1.44
3850,1.72,133.5,45.13,3.0,3.0,2.87,1.47,0.71
3851,1.71,84.0,28.73,2.0,2.8,2.45,0.93,0.0
3852,1.83,113.0,33.74,2.0,1.0,2.0,1.0,0.0
3853,1.82,58.0,17.51,2.0,4.0,3.0,2.0,0.0
3854,1.73,53.7,17.94,3.0,3.9,1.78,1.98,0.0
3855,1.76,112.7,36.38,1.6,3.0,2.0,1.68,0.15
3856,1.58,83.4,33.41,2.1,1.8,2.17,2.72,0.0
3857,1.63,104.8,39.44,3.0,3.0,2.57,0.05,0.6
3858,1.68,84.0,29.76,3.0,3.0,3.0,1.0,0.0
3859,1.75,73.0,23.84,3.0,3.0,2.0,3.0,0.0
3860,1.6,53.0,20.7,2.0,3.0,2.0,1.0,0.0
3861,1.72,95.3,32.21,2.0,3.0,2.0,0.0,0.97
3862,1.84,59.9,17.69,2.6,4.0,1.71,2.0,0.08
3863,1.73,131.5,43.94,3.0,3.0,1.24,1.54,0.93
3864,1.55,59.0,24.56,2.0,3.0,2.0,0.0,1.0
3865,1.53,44.0,18.8,2.0,3.0,1.96,1.0,0.0
3866,1.85,121.3,35.44,3.0,2.3,1.87,1.23,0.0
3867,1.64,104.8,38.96,3.0,3.0,1.48,0.0,0.2
3868,1.75,120.0,39.18,2.2,3.0,2.16,1.02,0.0
3869,1.79,105.0,32.77,2.0,3.0,2.51,0.08,0.68
3870,1.75,80.0,26.12,2.0,1.1,2.0,0.13,0.65
3871,1.6,65.0,25.39,3.0,1.0,2.0,1.0,1.0
3872,1.77,52.1,16.63,2.0,3.0,2.95,0.0,0.08
3873,1.75,120.0,39.18,2.0,3.0,2.0,2.0,1.0
3874,1.65,75.0,27.55,3.0,3.0,2.0,0.0,0.0
3875,1.73,125.1,41.8,2.5,3.0,1.82,0.63,0.4
3876,1.72,70.0,23.66,3.0,3.0,2.0,1.0,0.0
3877,1.65,88.1,32.36,2.5,2.6,2.88,1.36,0.0
3878,1.65,102.6,37.69,2.9,2.7,1.85,2.0,0.0
3879,1.76,118.0,38.09,3.0,3.0,2.0,1.0,1.0
3880,1.7,80.0,27.68,2.0,1.6,1.64,0.89,0.0
3881,1.71,75.5,25.82,3.0,3.5,3.0,2.0,0.0
3882,1.85,121.8,35.59,2.0,2.3,2.0,0.0,0.73
3883,1.8,97.0,29.94,2.0,3.0,2.0,1.0,0.0
3884,1.68,105.0,37.2,3.0,3.0,2.53,0.13,0.44
3885,1.8,97.0,29.94,2.0,3.0,3.0,1.0,0.0
3886,1.77,105.0,33.52,3.0,3.0,3.0,3.0,2.0
3887,1.75,133.7,43.66,3.0,3.0,1.33,1.11,0.93
3888,1.63,111.9,42.12,3.0,3.0,2.62,0.0,0.12
3889,1.81,85.1,25.98,2.8,3.0,2.53,0.98,1.0
3890,1.85,89.8,26.24,2.0,1.0,2.0,0.07,0.0
3891,1.81,121.9,37.21,3.0,2.7,1.23,1.0,0.0
3892,1.65,77.0,28.28,3.0,3.0,2.0,1.0,0.0
3893,1.58,81.9,32.81,2.0,1.2,2.56,0.0,0.0
3894,1.7,70.0,24.22,2.0,3.0,2.0,1.0,1.0
3895,1.73,134.0,44.77,3.0,3.0,2.87,1.47,0.88
3896,1.68,45.0,15.94,3.0,3.0,2.0,0.82,0.0
3897,1.68,90.0,31.89,2.0,1.6,1.0,0.68,0.71
3898,1.75,133.9,43.72,3.0,3.0,2.89,1.48,0.87
3899,1.7,78.0,26.99,2.0,3.0,1.0,0.02,1.3
3900,1.72,50.3,17.0,2.3,3.5,1.97,2.0,1.0
3901,1.62,82.0,31.25,1.0,1.0,2.0,0.0,1.77
3902,1.86,123.7,35.76,2.0,3.0,2.29,0.69,0.0
3903,1.8,72.0,22.22,3.0,3.0,2.0,3.0,0.0
3904,1.8,85.3,26.33,2.0,3.4,3.0,1.99,0.0
3905,1.77,134.0,42.77,3.0,3.0,2.83,1.5,0.84
3906,1.53,76.0,32.47,2.0,3.0,1.0,0.0,0.0
3907,1.71,112.4,38.44,1.5,3.0,1.08,0.0,1.73
3908,1.66,60.0,21.77,3.0,3.0,2.0,0.0,0.0
3909,1.8,85.0,26.23,2.0,3.0,2.0,1.0,1.0
